58838.033191	 401759100.000	   0.000	8650
58838.033515	 401759150.000	   0.001	8650
58838.033851	 401759150.000	   0.002	8650
58838.034233	 401758950.000	   0.001	8650
58838.034603	 401758950.000	   0.005	8650
58838.034915	 401758800.000	   0.002	8650
58838.035193	 401758600.000	   0.003	8650
58838.035482	 401758250.000	   0.008	8650
58838.035714	 401757850.000	   0.006	8650
58838.035957	 401757250.000	   0.015	8650
58838.036177	 401756550.000	   0.008	8650
58838.036316	 401755750.000	   0.091	8650
58838.036455	 401754950.000	   0.219	8650
58838.036594	 401754200.000	   0.004	8650
58838.036698	 401753250.000	   0.017	8650
58838.036791	 401752400.000	   0.042	8650
58838.036883	 401751550.000	   0.007	8650
58838.037091	 401749650.000	   0.022	8650
58838.037172	 401748800.000	   0.011	8650
58838.037265	 401748000.000	   0.051	8650
58838.037381	 401747100.000	   0.012	8650
58838.037496	 401746100.000	   0.014	8650
58838.037612	 401745250.000	   0.048	8650
58838.037763	 401744450.000	   0.026	8650
58838.037902	 401743750.000	   0.016	8650
58838.038052	 401743100.000	   0.091	8650
58838.038237	 401742550.000	   0.091	8650
58838.038411	 401742250.000	   0.020	8650
58838.038619	 401741850.000	   0.013	8650
58838.038828	 401741500.000	   0.054	8650
58838.039013	 401741250.000	   0.013	8650
58838.039209	 401741150.000	   0.028	8650
58838.039452	 401741000.000	   0.047	8650
58838.039696	 401741000.000	   0.006	8650
58838.039927	 401740850.000	   0.020	8650
58838.040124	 401740750.000	   0.013	8650
58838.040355	 401740700.000	   0.016	8650
58838.040529	 401740750.000	   0.013	8650
