58845.061850	 402257750.000	   0.007	8650
58845.062082	 402257600.000	   0.018	8650
58845.062348	 402257350.000	   0.006	8650
58845.062626	 402257000.000	   0.006	8650
58845.062950	 402256350.000	   0.083	8650
58845.063239	 402255650.000	   0.005	8650
58845.063552	 402254900.000	   0.038	8650
58845.063760	 402254250.000	   0.054	8650
58845.064003	 402253150.000	   0.014	8650
58845.064119	 402252650.000	   0.014	8650
58845.064455	 402251050.000	   0.045	8650
58845.064848	 402248850.000	   0.031	8650
58845.065010	 402248100.000	   0.014	8650
58845.065218	 402246750.000	   0.041	8650
58845.065427	 402245850.000	   0.036	8650
58845.065647	 402245000.000	   0.077	8650
58845.065820	 402244250.000	   0.007	8650
58845.066029	 402243900.000	   0.011	8650
58845.066260	 402243250.000	   0.047	8650
58845.066422	 402243000.000	   0.008	8650
58845.066642	 402242550.000	   0.007	8650
58845.066862	 402242300.000	   0.007	8650
58845.067070	 402241900.000	   0.011	8650
58845.067232	 402241800.000	   0.076	8650
58845.067429	 402241550.000	   0.010	8650
58845.067672	 402241300.000	   0.004	8650
58845.067811	 402241300.000	   0.007	8650
