58838.034036	 401556500.000	   0.002	8650
58838.034314	 401556300.000	   0.001	8650
58838.034626	 401556100.000	   0.002	8650
58838.034811	 401555850.000	   0.001	8650
58838.035089	 401555450.000	   0.002	8650
58838.035228	 401555100.000	   0.003	8650
58838.035367	 401554700.000	   0.003	8650
58838.035459	 401554400.000	   0.001	8650
58838.035598	 401553950.000	   0.001	8650
58838.035749	 401553250.000	   0.001	8650
58838.035876	 401552450.000	   0.002	8650
58838.035969	 401551850.000	   0.004	8650
58838.036108	 401550900.000	   0.001	8650
58838.036212	 401549900.000	   0.001	8650
58838.036316	 401548950.000	   0.002	8650
58838.036420	 401548000.000	   0.008	8650
58838.036501	 401547300.000	   0.003	8650
58838.036582	 401546500.000	   0.002	8650
58838.036663	 401545650.000	   0.018	8650
58838.036721	 401545100.000	   0.013	8650
58838.036814	 401544350.000	   0.009	8650
58838.036895	 401543750.000	   0.007	8650
58838.036999	 401543000.000	   0.006	8650
58838.037103	 401542300.000	   0.005	8650
58838.037219	 401541700.000	   0.005	8650
58838.037358	 401541050.000	   0.003	8650
58838.037520	 401540550.000	   0.002	8650
58838.037693	 401540000.000	   0.002	8650
58838.037925	 401539550.000	   0.002	8650
58838.038098	 401539300.000	   0.004	8650
58838.038307	 401539000.000	   0.001	8650
58838.038457	 401538900.000	   0.001	8650
