58838.594333	 145902450.000	   0.168	8650
58838.594553	 145902350.000	   0.067	8650
58838.594796	 145902200.000	   0.173	8650
58838.595259	 145901850.000	   0.116	8650
58838.595491	 145901650.000	   0.238	8650
58838.595734	 145901350.000	   0.143	8650
58838.595965	 145901000.000	   0.105	8650
58838.596185	 145900650.000	   0.161	8650
58838.596417	 145900250.000	   0.199	8650
58838.596544	 145900000.000	   0.083	8650
58838.596764	 145899600.000	   0.142	8650
58838.596880	 145899350.000	   0.211	8650
58838.596995	 145899100.000	   0.126	8650
58838.597123	 145898850.000	   0.063	8650
58838.597470	 145898350.000	   0.236	8650
58838.597586	 145898150.000	   0.196	8650
58838.597702	 145897950.000	   0.173	8650
