58838.032265	 401960650.000	   0.001	8650
58838.032589	 401960650.000	   0.002	8650
58838.032925	 401960650.000	   0.001	8650
58838.033237	 401960650.000	   0.002	8650
58838.033515	 401960450.000	   0.004	8650
58838.033793	 401960350.000	   0.007	8650
58838.034047	 401960200.000	   0.004	8650
58838.034233	 401960000.000	   0.005	8650
58838.034499	 401959600.000	   0.005	8650
58838.034788	 401959100.000	   0.009	8650
58838.034997	 401958650.000	   0.009	8650
58838.035170	 401957850.000	   0.004	8650
58838.035425	 401957100.000	   0.009	8650
58838.035552	 401956300.000	   0.015	8650
58838.035725	 401955100.000	   0.019	8650
58838.035818	 401954200.000	   0.021	8650
58838.035922	 401953350.000	   0.016	8650
58838.036073	 401952050.000	   0.031	8650
58838.036188	 401950700.000	   0.019	8650
58838.036362	 401949150.000	   0.004	8650
58838.036536	 401947900.000	   0.058	8650
58838.036663	 401946650.000	   0.018	8650
58838.036848	 401945850.000	   0.020	8650
58838.037022	 401945000.000	   0.015	8650
58838.037207	 401944400.000	   0.014	8650
58838.037450	 401943750.000	   0.004	8650
58838.037624	 401943300.000	   0.005	8650
58838.037890	 401942950.000	   0.003	8650
58838.038156	 401942700.000	   0.002	8650
58838.038411	 401942350.000	   0.001	8650
58838.038631	 401942200.000	   0.002	8650
58838.038804	 401942200.000	   0.001	8650
