58845.058888	 402049600.000	   0.014	8650
58845.058992	 402048950.000	   0.009	8650
58845.059073	 402048450.000	   0.019	8650
58845.059131	 402048050.000	   0.020	8650
58845.059212	 402047550.000	   0.018	8650
58845.059299	 402047000.000	   0.015	8650
58845.059403	 402046400.000	   0.017	8650
58845.059507	 402045650.000	   0.010	8650
58845.059624	 402045100.000	   0.009	8650
58845.059705	 402044550.000	   0.007	8650
58845.059867	 402043700.000	   0.011	8650
58845.060204	 402042150.000	   0.007	8650
58845.060332	 402041750.000	   0.010	8650
58845.060424	 402041500.000	   0.009	8650
58845.060505	 402041200.000	   0.007	8650
58845.060680	 402040750.000	   0.008	8650
58845.060772	 402040550.000	   0.016	8650
58845.060888	 402040300.000	   0.011	8650
58845.061028	 402040050.000	   0.007	8650
58845.061143	 402039850.000	   0.008	8650
58845.061271	 402039650.000	   0.009	8650
58845.061352	 402039550.000	   0.009	8650
