58845.558804	 403176850.000	   0.009	8650
58845.558943	 403175750.000	   0.022	8650
58845.559062	 403175100.000	   0.014	8650
58845.559203	 403173800.000	   0.035	8650
58845.559320	 403172750.000	   0.030	8650
58845.559459	 403170900.000	   0.034	8650
58845.559599	 403169550.000	   0.040	8650
58845.559717	 403167850.000	   0.065	8650
58845.559856	 403166450.000	   0.124	8650
58845.559972	 403165100.000	   0.053	8650
58845.560112	 403164200.000	   0.083	8650
58845.560252	 403163400.000	   0.025	8650
58845.560369	 403162950.000	   0.021	8650
58845.560508	 403162100.000	   0.015	8650
58845.560624	 403161750.000	   0.006	8650
58845.561019	 403160850.000	   0.012	8650
