58845.064663	 402114050.000	   0.013	8650
58845.065010	 402113400.000	   0.015	8650
58845.065346	 402112650.000	   0.005	8650
58845.065716	 402111300.000	   0.010	8650
58845.066063	 402109750.000	   0.029	8650
58845.066411	 402107750.000	   0.158	8650
58845.066758	 402105450.000	   0.050	8650
58845.067117	 402103400.000	   0.035	8650
58845.067464	 402101650.000	   0.055	8650
58845.067811	 402100300.000	   0.034	8650
58845.068158	 402099350.000	   0.007	8650
58845.068517	 402098650.000	   0.006	8650
58845.069235	 402097900.000	   0.005	8650
