58845.702721	 402076600.000	   0.012	8650
58845.703004	 402076550.000	   0.047	8650
58845.703283	 402076500.000	   0.104	8650
58845.703655	 402076300.000	   0.067	8650
58845.704034	 402076150.000	   0.051	8650
58845.704337	 402075900.000	   0.023	8650
58845.704661	 402075650.000	   0.086	8650
58845.704964	 402075300.000	   0.406	8650
58845.705195	 402074950.000	   0.171	8650
58845.705454	 402074450.000	   0.224	8650
58845.705665	 402073950.000	   0.018	8650
58845.705849	 402073300.000	   0.062	8650
58845.706057	 402072600.000	   0.043	8650
58845.706245	 402071800.000	   0.113	8650
58845.706480	 402070750.000	   0.656	8650
58845.706645	 402069850.000	   2.598	8650
58845.706785	 402069100.000	   1.875	8650
58845.706925	 402068200.000	   3.421	8650
58845.707137	 402067050.000	   4.552	8650
58845.707300	 402066200.000	   1.028	8650
58845.707510	 402065050.000	   3.277	8650
58845.707697	 402064250.000	   3.006	8650
58845.707884	 402063600.000	   0.258	8650
58845.708047	 402062950.000	   1.198	8650
58845.708185	 402062550.000	   2.454	8650
58845.708375	 402062050.000	   3.191	8650
58845.708585	 402061600.000	   0.295	8650
58845.708794	 402061250.000	   3.253	8650
58845.708980	 402061000.000	   0.457	8650
58845.709285	 402060600.000	   1.696	8650
58845.709611	 402060350.000	   1.657	8650
58845.709985	 402060200.000	   0.280	8650
58845.710428	 402059950.000	   0.366	8650
58845.710758	 402059850.000	   0.178	8650
58845.711063	 402059800.000	   0.036	8650
