58845.072059	 401546200.000	   0.011	8650
58845.072232	 401545850.000	   0.012	8650
58845.072591	 401545200.000	   0.020	8650
58845.072753	 401544900.000	   0.027	8650
58845.072938	 401544400.000	   0.072	8650
58845.073124	 401543850.000	   0.018	8650
58845.073286	 401543300.000	   0.031	8650
58845.073459	 401542750.000	   0.058	8650
58845.073621	 401542100.000	   0.057	8650
58845.073806	 401541350.000	   0.044	8650
58845.073980	 401540750.000	   0.055	8650
58845.074154	 401540050.000	   0.033	8650
58845.074327	 401539300.000	   0.010	8650
58845.074501	 401538650.000	   0.018	8650
58845.074663	 401538000.000	   0.041	8650
58845.074848	 401537300.000	   0.034	8650
58845.075022	 401536750.000	   0.010	8650
58845.075184	 401536200.000	   0.013	8650
58845.075357	 401535650.000	   0.020	8650
58845.075531	 401535250.000	   0.012	8650
