58845.493996	 401655900.000	   0.007	8650
58845.494227	 401655050.000	   0.017	8650
58845.494558	 401653200.000	   0.006	8650
58845.494913	 401650700.000	   0.012	8650
58845.495007	 401649900.000	   0.005	8650
58845.495267	 401648100.000	   0.014	8650
58845.495385	 401647300.000	   0.015	8650
58845.495620	 401645900.000	   0.022	8650
58845.495735	 401645350.000	   0.012	8650
58845.495966	 401644200.000	   0.010	8650
58845.496199	 401643450.000	   0.015	8650
58845.496293	 401643150.000	   0.007	8650
