58845.475200	 401407450.000	   0.011	8650
58845.475737	 401407150.000	   0.011	8650
58845.476202	 401406950.000	   0.010	8650
58845.476531	 401406700.000	   0.013	8650
58845.476952	 401406350.000	   0.021	8650
58845.477278	 401406000.000	   0.041	8650
58845.477609	 401405650.000	   0.049	8650
58845.477915	 401405150.000	   0.043	8650
58845.478219	 401404600.000	   0.013	8650
58845.478546	 401403950.000	   0.176	8650
58845.478799	 401403400.000	   0.063	8650
58845.479079	 401402650.000	   0.175	8650
58845.479337	 401401900.000	   0.224	8650
58845.479594	 401401200.000	   0.284	8650
58845.479803	 401400600.000	   0.187	8650
58845.480084	 401399700.000	   0.245	8650
58845.480317	 401399000.000	   0.554	8650
58845.480501	 401398450.000	   0.556	8650
58845.480762	 401397700.000	   0.658	8650
58845.481040	 401396950.000	   0.280	8650
58845.481345	 401396250.000	   0.192	8650
58845.481579	 401395750.000	   0.058	8650
58845.481859	 401395250.000	   0.018	8650
58845.482115	 401394750.000	   0.028	8650
58845.482467	 401394300.000	   0.011	8650
58845.482770	 401393900.000	   0.011	8650
58845.483094	 401393600.000	   0.022	8650
58845.483491	 401393200.000	   0.009	8650
58845.483935	 401392950.000	   0.009	8650
