58845.479149	 401809550.000	   0.005	8650
58845.479290	 401809500.000	   0.010	8650
58845.479453	 401809400.000	   0.006	8650
58845.479780	 401809200.000	   0.007	8650
58845.479873	 401809000.000	   0.010	8650
58845.480060	 401808700.000	   0.011	8650
58845.480246	 401808300.000	   0.006	8650
58845.480340	 401808000.000	   0.010	8650
58845.480478	 401807450.000	   0.004	8650
58845.480571	 401807050.000	   0.039	8650
58845.480713	 401806150.000	   0.005	8650
58845.480785	 401805650.000	   0.066	8650
58845.480924	 401804300.000	   0.005	8650
58845.480994	 401803700.000	   0.010	8650
58845.481111	 401802500.000	   0.006	8650
58845.481205	 401801500.000	   0.007	8650
58845.481251	 401800600.000	   0.017	8650
58845.481299	 401799850.000	   0.006	8650
58845.481345	 401799150.000	   0.013	8650
