58845.672855	 401803900.000	   0.016	8650
58845.672924	 401803300.000	   0.049	8650
58845.672970	 401802750.000	   0.060	8650
58845.673040	 401802050.000	   0.046	8650
58845.673111	 401801300.000	   0.152	8650
58845.673182	 401800650.000	   0.007	8650
58845.673229	 401799950.000	   0.314	8650
58845.673299	 401799250.000	   0.335	8650
58845.673369	 401798550.000	   0.337	8650
58845.673415	 401798050.000	   0.195	8650
58845.673461	 401797650.000	   0.156	8650
58845.673508	 401797300.000	   0.066	8650
58845.673531	 401797000.000	   0.038	8650
58845.673694	 401795700.000	   0.051	8650
58845.673764	 401795150.000	   0.193	8650
58845.673928	 401794300.000	   0.055	8650
58845.673974	 401794100.000	   0.061	8650
58845.673997	 401793900.000	   0.103	8650
58845.674163	 401793300.000	   0.041	8650
58845.674211	 401793100.000	   0.046	8650
58845.674233	 401792950.000	   0.021	8650
58845.674397	 401792550.000	   0.023	8650
58845.674444	 401792450.000	   0.034	8650
58845.674466	 401792400.000	   0.027	8650
58845.674629	 401792100.000	   0.021	8650
58845.674675	 401792000.000	   0.029	8650
