58845.058911	 400668450.000	   0.016	8650
58845.059108	 400667850.000	   0.005	8650
58845.059154	 400667600.000	   0.017	8650
58845.059212	 400667500.000	   0.008	8650
58845.059264	 400667250.000	   0.014	8650
58845.059472	 400666550.000	   0.009	8650
58845.059694	 400665200.000	   0.007	8650
58845.059740	 400664950.000	   0.009	8650
58845.059809	 400664350.000	   0.022	8650
58845.059926	 400663550.000	   0.066	8650
58845.060053	 400662750.000	   0.026	8650
58845.060158	 400661800.000	   0.054	8650
58845.060192	 400661600.000	   0.029	8650
58845.060296	 400660750.000	   0.041	8650
58845.060401	 400660050.000	   0.271	8650
58845.060482	 400659350.000	   0.008	8650
58845.060563	 400658800.000	   0.009	8650
58845.060668	 400658100.000	   0.008	8650
58845.060761	 400657650.000	   0.047	8650
58845.060876	 400657050.000	   0.016	8650
58845.060969	 400656450.000	   0.067	8650
58845.061085	 400656100.000	   0.011	8650
58845.061201	 400655550.000	   0.013	8650
58845.061306	 400655100.000	   0.006	8650
58845.061433	 400654600.000	   0.014	8650
58845.061572	 400654150.000	   0.008	8650
58845.061781	 400653800.000	   0.009	8650
58845.061919	 400653450.000	   0.005	8650
58845.062012	 400653450.000	   0.085	8650
58845.062140	 400653200.000	   0.016	8650
58845.062244	 400653200.000	   0.017	8650
